1389,757,78
1330,887,99
1177,1108,27
1169,1133,128
1100,1137,23
944,1175,227
939,1242,155
959,1286,43
932,1182,47
917,1170,46
912,1154,335
787,1052,26
778,1218,136
712,1133,89
1014,1147,136
