1404,612,438
1330,900,18
1335,1346,211
1328,1194,307
1324,1345,39
1159,1167,413
1081,1121,90
837,1111,27
781,1051,36
697,1075,492
955,1065,101
954,841,68
1006,826,384
1290,395,72
1330,384,115
